session_id,model_family,n_steps,full_loop,def4,decomposed,contaminated,k_dagger,Q0,Q_final,Q_drop,R_Q_corr,rq_trace
Llama~3.1:70b_003,Llama~3.1:70b,3,0,0,0,0,,0.81156,0.852409,0.040849000000000024,,"[{""k"": 1, ""R"": 0.3333333333333333, ""Q"": 0.835762, ""Q0"": 0.81156, ""dQ"": 0.024202000000000057}, {""k"": 2, ""R"": 0.3333333333333333, ""Q"": 0.850741, ""Q0"": 0.81156, ""dQ"": 0.03918100000000002}, {""k"": 3, ""R"": 0.3333333333333333, ""Q"": 0.852409, ""Q0"": 0.81156, ""dQ"": 0.040849000000000024}]"
Llama~3.1:70b_004,Llama~3.1:70b,8,1,1,1,1,1.0,0.856664,0.663944,-0.19272,-0.9511897312113419,"[{""k"": 1, ""R"": 0.3333333333333333, ""Q"": 0.856191, ""Q0"": 0.856664, ""dQ"": -0.0004729999999999457}, {""k"": 2, ""R"": 0.3333333333333333, ""Q"": 0.835546, ""Q0"": 0.856664, ""dQ"": -0.02111799999999997}, {""k"": 3, ""R"": 0.3333333333333333, ""Q"": 0.859242, ""Q0"": 0.856664, ""dQ"": 0.002577999999999969}, {""k"": 4, ""R"": 0.5, ""Q"": 0.782234, ""Q0"": 0.856664, ""dQ"": -0.07443}, {""k"": 5, ""R"": 0.5, ""Q"": 0.793481, ""Q0"": 0.856664, ""dQ"": -0.06318299999999999}, {""k"": 6, ""R"": 0.5, ""Q"": 0.792989, ""Q0"": 0.856664, ""dQ"": -0.06367499999999993}, {""k"": 7, ""R"": 0.6666666666666666, ""Q"": 0.758644, ""Q0"": 0.856664, ""dQ"": -0.09802}, {""k"": 8, ""R"": 0.8333333333333334, ""Q"": 0.663944, ""Q0"": 0.856664, ""dQ"": -0.19272}]"
Llama~3.1:70b_005,Llama~3.1:70b,8,1,1,1,1,1.0,0.833788,0.688518,-0.14527,-0.48526897202685704,"[{""k"": 1, ""R"": 0.3333333333333333, ""Q"": 0.757066, ""Q0"": 0.833788, ""dQ"": -0.07672199999999996}, {""k"": 2, ""R"": 0.3333333333333333, ""Q"": 0.829771, ""Q0"": 0.833788, ""dQ"": -0.004016999999999937}, {""k"": 3, ""R"": 0.5, ""Q"": 0.791515, ""Q0"": 0.833788, ""dQ"": -0.042273000000000005}, {""k"": 4, ""R"": 0.5, ""Q"": 0.786401, ""Q0"": 0.833788, ""dQ"": -0.04738699999999996}, {""k"": 5, ""R"": 0.5, ""Q"": 0.79343, ""Q0"": 0.833788, ""dQ"": -0.040358000000000005}, {""k"": 6, ""R"": 0.5, ""Q"": 0.79687, ""Q0"": 0.833788, ""dQ"": -0.036918000000000006}, {""k"": 7, ""R"": 0.6666666666666666, ""Q"": 0.764441, ""Q0"": 0.833788, ""dQ"": -0.06934699999999994}, {""k"": 8, ""R"": 0.8333333333333334, ""Q"": 0.688518, ""Q0"": 0.833788, ""dQ"": -0.14527}]"
Llama~3.1:70b_006,Llama~3.1:70b,6,0,0,0,1,1.0,0.798509,0.790968,-0.00754100000000002,-0.29277002188455997,"[{""k"": 1, ""R"": 0.3333333333333333, ""Q"": 0.794288, ""Q0"": 0.798509, ""dQ"": -0.00422100000000003}, {""k"": 2, ""R"": 0.3333333333333333, ""Q"": 0.794293, ""Q0"": 0.798509, ""dQ"": -0.0042159999999999975}, {""k"": 3, ""R"": 0.3333333333333333, ""Q"": 0.736506, ""Q0"": 0.798509, ""dQ"": -0.06200300000000003}, {""k"": 4, ""R"": 0.5, ""Q"": 0.787246, ""Q0"": 0.798509, ""dQ"": -0.011263000000000023}, {""k"": 5, ""R"": 0.5, ""Q"": 0.78369, ""Q0"": 0.798509, ""dQ"": -0.014819000000000027}, {""k"": 6, ""R"": 0.5, ""Q"": 0.790968, ""Q0"": 0.798509, ""dQ"": -0.00754100000000002}]"
Llama~3.1:70b_007,Llama~3.1:70b,5,1,1,1,1,2.0,0.84175,0.668662,-0.17308800000000002,-0.9746794344808963,"[{""k"": 1, ""R"": 0.3333333333333333, ""Q"": 0.842189, ""Q0"": 0.84175, ""dQ"": 0.0004389999999999672}, {""k"": 2, ""R"": 0.5, ""Q"": 0.796455, ""Q0"": 0.84175, ""dQ"": -0.045294999999999974}, {""k"": 3, ""R"": 0.5, ""Q"": 0.778552, ""Q0"": 0.84175, ""dQ"": -0.06319799999999998}, {""k"": 4, ""R"": 0.6666666666666666, ""Q"": 0.763475, ""Q0"": 0.84175, ""dQ"": -0.07827499999999998}, {""k"": 5, ""R"": 1.0, ""Q"": 0.668662, ""Q0"": 0.84175, ""dQ"": -0.17308800000000002}]"
Llama~3.1:70b_008,Llama~3.1:70b,5,0,1,1,1,5.0,0.750925,0.694016,-0.05690899999999999,-0.8944271909999159,"[{""k"": 1, ""R"": 0.3333333333333333, ""Q"": 0.826802, ""Q0"": 0.750925, ""dQ"": 0.07587700000000008}, {""k"": 2, ""R"": 0.5, ""Q"": 0.767919, ""Q0"": 0.750925, ""dQ"": 0.016994000000000065}, {""k"": 3, ""R"": 0.5, ""Q"": 0.784241, ""Q0"": 0.750925, ""dQ"": 0.03331600000000001}, {""k"": 4, ""R"": 0.5, ""Q"": 0.792546, ""Q0"": 0.750925, ""dQ"": 0.04162100000000002}, {""k"": 5, ""R"": 0.6666666666666666, ""Q"": 0.694016, ""Q0"": 0.750925, ""dQ"": -0.05690899999999999}]"
Llama~3.1:70b_009,Llama~3.1:70b,0,0,0,0,0,,0.829189,,,,[]
Llama~3.1:70b_010,Llama~3.1:70b,8,0,0,0,1,1.0,0.83758,0.796849,-0.04073099999999996,-0.6197797868009122,"[{""k"": 1, ""R"": 0.3333333333333333, ""Q"": 0.826421, ""Q0"": 0.83758, ""dQ"": -0.01115900000000003}, {""k"": 2, ""R"": 0.3333333333333333, ""Q"": 0.835117, ""Q0"": 0.83758, ""dQ"": -0.002462999999999993}, {""k"": 3, ""R"": 0.3333333333333333, ""Q"": 0.838512, ""Q0"": 0.83758, ""dQ"": 0.0009320000000000439}, {""k"": 4, ""R"": 0.3333333333333333, ""Q"": 0.802982, ""Q0"": 0.83758, ""dQ"": -0.03459800000000002}, {""k"": 5, ""R"": 0.3333333333333333, ""Q"": 0.795914, ""Q0"": 0.83758, ""dQ"": -0.04166599999999998}, {""k"": 6, ""R"": 0.5, ""Q"": 0.799404, ""Q0"": 0.83758, ""dQ"": -0.03817599999999999}, {""k"": 7, ""R"": 0.5, ""Q"": 0.788477, ""Q0"": 0.83758, ""dQ"": -0.04910300000000001}, {""k"": 8, ""R"": 0.5, ""Q"": 0.796849, ""Q0"": 0.83758, ""dQ"": -0.04073099999999996}]"
Llama~3.1:70b_011,Llama~3.1:70b,9,0,0,0,1,1.0,0.849161,0.783778,-0.06538300000000008,-0.7245688373094719,"[{""k"": 1, ""R"": 0.3333333333333333, ""Q"": 0.82593, ""Q0"": 0.849161, ""dQ"": -0.023231}, {""k"": 2, ""R"": 0.3333333333333333, ""Q"": 0.838409, ""Q0"": 0.849161, ""dQ"": -0.010752000000000095}, {""k"": 3, ""R"": 0.3333333333333333, ""Q"": 0.855689, ""Q0"": 0.849161, ""dQ"": 0.006527999999999978}, {""k"": 4, ""R"": 0.3333333333333333, ""Q"": 0.839909, ""Q0"": 0.849161, ""dQ"": -0.009252000000000038}, {""k"": 5, ""R"": 0.3333333333333333, ""Q"": 0.853009, ""Q0"": 0.849161, ""dQ"": 0.0038479999999999626}, {""k"": 6, ""R"": 0.3333333333333333, ""Q"": 0.851786, ""Q0"": 0.849161, ""dQ"": 0.0026249999999999885}, {""k"": 7, ""R"": 0.3333333333333333, ""Q"": 0.834895, ""Q0"": 0.849161, ""dQ"": -0.014266000000000001}, {""k"": 8, ""R"": 0.5, ""Q"": 0.795173, ""Q0"": 0.849161, ""dQ"": -0.053988000000000036}, {""k"": 9, ""R"": 0.5, ""Q"": 0.783778, ""Q0"": 0.849161, ""dQ"": -0.06538300000000008}]"
Llama~3.1:70b_012,Llama~3.1:70b,4,0,0,0,1,1.0,0.832574,0.786989,-0.04558499999999999,-0.8944271909999159,"[{""k"": 1, ""R"": 0.3333333333333333, ""Q"": 0.829708, ""Q0"": 0.832574, ""dQ"": -0.002866000000000035}, {""k"": 2, ""R"": 0.3333333333333333, ""Q"": 0.845005, ""Q0"": 0.832574, ""dQ"": 0.01243099999999997}, {""k"": 3, ""R"": 0.5, ""Q"": 0.800593, ""Q0"": 0.832574, ""dQ"": -0.03198100000000004}, {""k"": 4, ""R"": 0.5, ""Q"": 0.786989, ""Q0"": 0.832574, ""dQ"": -0.04558499999999999}]"
Llama~3.1:70b_013,Llama~3.1:70b,4,0,0,0,1,2.0,0.842988,0.741006,-0.1019819999999999,-0.7745966692414834,"[{""k"": 1, ""R"": 0.3333333333333333, ""Q"": 0.843583, ""Q0"": 0.842988, ""dQ"": 0.0005950000000000122}, {""k"": 2, ""R"": 0.3333333333333333, ""Q"": 0.836143, ""Q0"": 0.842988, ""dQ"": -0.00684499999999999}, {""k"": 3, ""R"": 0.3333333333333333, ""Q"": 0.834875, ""Q0"": 0.842988, ""dQ"": -0.008112999999999926}, {""k"": 4, ""R"": 0.6666666666666666, ""Q"": 0.741006, ""Q0"": 0.842988, ""dQ"": -0.1019819999999999}]"
Llama~3.1:70b_014,Llama~3.1:70b,8,1,1,1,1,1.0,0.840218,0.72886,-0.11135800000000007,-0.9128709291752769,"[{""k"": 1, ""R"": 0.3333333333333333, ""Q"": 0.832154, ""Q0"": 0.840218, ""dQ"": -0.008064000000000071}, {""k"": 2, ""R"": 0.3333333333333333, ""Q"": 0.812007, ""Q0"": 0.840218, ""dQ"": -0.028210999999999986}, {""k"": 3, ""R"": 0.3333333333333333, ""Q"": 0.81263, ""Q0"": 0.840218, ""dQ"": -0.027588000000000057}, {""k"": 4, ""R"": 0.3333333333333333, ""Q"": 0.827887, ""Q0"": 0.840218, ""dQ"": -0.01233099999999998}, {""k"": 5, ""R"": 0.5, ""Q"": 0.776845, ""Q0"": 0.840218, ""dQ"": -0.06337300000000001}, {""k"": 6, ""R"": 0.5, ""Q"": 0.798554, ""Q0"": 0.840218, ""dQ"": -0.041664000000000034}, {""k"": 7, ""R"": 0.5, ""Q"": 0.789636, ""Q0"": 0.840218, ""dQ"": -0.050582000000000016}, {""k"": 8, ""R"": 0.6666666666666666, ""Q"": 0.72886, ""Q0"": 0.840218, ""dQ"": -0.11135800000000007}]"
Llama~3.1:70b_015,Llama~3.1:70b,10,1,1,1,1,1.0,0.8458,0.649528,-0.196272,-0.819517976717354,"[{""k"": 1, ""R"": 0.3333333333333333, ""Q"": 0.826336, ""Q0"": 0.8458, ""dQ"": -0.019464000000000037}, {""k"": 2, ""R"": 0.3333333333333333, ""Q"": 0.774189, ""Q0"": 0.8458, ""dQ"": -0.07161099999999998}, {""k"": 3, ""R"": 0.3333333333333333, ""Q"": 0.805345, ""Q0"": 0.8458, ""dQ"": -0.04045500000000002}, {""k"": 4, ""R"": 0.3333333333333333, ""Q"": 0.841886, ""Q0"": 0.8458, ""dQ"": -0.003913999999999973}, {""k"": 5, ""R"": 0.3333333333333333, ""Q"": 0.834016, ""Q0"": 0.8458, ""dQ"": -0.011784000000000017}, {""k"": 6, ""R"": 0.5, ""Q"": 0.786581, ""Q0"": 0.8458, ""dQ"": -0.05921900000000002}, {""k"": 7, ""R"": 0.5, ""Q"": 0.773196, ""Q0"": 0.8458, ""dQ"": -0.072604}, {""k"": 8, ""R"": 0.5, ""Q"": 0.792607, ""Q0"": 0.8458, ""dQ"": -0.053193000000000046}, {""k"": 9, ""R"": 0.75, ""Q"": 0.743341, ""Q0"": 0.8458, ""dQ"": -0.10245899999999997}, {""k"": 10, ""R"": 1.0, ""Q"": 0.649528, ""Q0"": 0.8458, ""dQ"": -0.196272}]"
Llama~3.1:70b_016,Llama~3.1:70b,6,0,0,0,1,5.0,0.66125,0.509375,-0.15187499999999998,-0.840168050416806,"[{""k"": 1, ""R"": 0.3333333333333333, ""Q"": 0.812329, ""Q0"": 0.66125, ""dQ"": 0.15107899999999996}, {""k"": 2, ""R"": 0.3333333333333333, ""Q"": 0.745361, ""Q0"": 0.66125, ""dQ"": 0.08411100000000005}, {""k"": 3, ""R"": 0.3333333333333333, ""Q"": 0.809244, ""Q0"": 0.66125, ""dQ"": 0.14799399999999996}, {""k"": 4, ""R"": 0.3333333333333333, ""Q"": 0.693749, ""Q0"": 0.66125, ""dQ"": 0.032498999999999945}, {""k"": 5, ""R"": 2.0, ""Q"": 0.509375, ""Q0"": 0.66125, ""dQ"": -0.15187499999999998}, {""k"": 6, ""R"": 2.0, ""Q"": 0.509375, ""Q0"": 0.66125, ""dQ"": -0.15187499999999998}]"
Llama~3.1:70b_017,Llama~3.1:70b,0,0,0,0,1,,0.66125,,,,[]
Llama~3.1:70b_018,Llama~3.1:70b,6,0,0,0,1,5.0,0.66125,0.509375,-0.15187499999999998,-1.0,"[{""k"": 1, ""R"": 0.3333333333333333, ""Q"": 0.66125, ""Q0"": 0.66125, ""dQ"": 0.0}, {""k"": 2, ""R"": 0.3333333333333333, ""Q"": 0.66125, ""Q0"": 0.66125, ""dQ"": 0.0}, {""k"": 3, ""R"": 0.3333333333333333, ""Q"": 0.66125, ""Q0"": 0.66125, ""dQ"": 0.0}, {""k"": 4, ""R"": 0.3333333333333333, ""Q"": 0.66125, ""Q0"": 0.66125, ""dQ"": 0.0}, {""k"": 5, ""R"": 2.0, ""Q"": 0.509375, ""Q0"": 0.66125, ""dQ"": -0.15187499999999998}, {""k"": 6, ""R"": 2.0, ""Q"": 0.509375, ""Q0"": 0.66125, ""dQ"": -0.15187499999999998}]"
Llama~3.1:70b_019,Llama~3.1:70b,5,0,0,0,1,4.0,0.66125,0.509375,-0.15187499999999998,-1.0,"[{""k"": 1, ""R"": 0.3333333333333333, ""Q"": 0.66125, ""Q0"": 0.66125, ""dQ"": 0.0}, {""k"": 2, ""R"": 0.3333333333333333, ""Q"": 0.66125, ""Q0"": 0.66125, ""dQ"": 0.0}, {""k"": 3, ""R"": 0.3333333333333333, ""Q"": 0.66125, ""Q0"": 0.66125, ""dQ"": 0.0}, {""k"": 4, ""R"": 2.0, ""Q"": 0.509375, ""Q0"": 0.66125, ""dQ"": -0.15187499999999998}, {""k"": 5, ""R"": 2.0, ""Q"": 0.509375, ""Q0"": 0.66125, ""dQ"": -0.15187499999999998}]"
Llama~3.1:70b_020,Llama~3.1:70b,0,0,0,0,0,,0.66125,,,,[]
Llama~3.1:70b_021,Llama~3.1:70b,7,0,0,0,1,5.0,0.66125,0.506457,-0.15479299999999996,-1.0,"[{""k"": 1, ""R"": 0.3333333333333333, ""Q"": 0.66125, ""Q0"": 0.66125, ""dQ"": 0.0}, {""k"": 2, ""R"": 0.3333333333333333, ""Q"": 0.66125, ""Q0"": 0.66125, ""dQ"": 0.0}, {""k"": 3, ""R"": 0.3333333333333333, ""Q"": 0.66125, ""Q0"": 0.66125, ""dQ"": 0.0}, {""k"": 4, ""R"": 0.3333333333333333, ""Q"": 0.66125, ""Q0"": 0.66125, ""dQ"": 0.0}, {""k"": 5, ""R"": 2.0, ""Q"": 0.506457, ""Q0"": 0.66125, ""dQ"": -0.15479299999999996}, {""k"": 6, ""R"": 2.0, ""Q"": 0.506457, ""Q0"": 0.66125, ""dQ"": -0.15479299999999996}, {""k"": 7, ""R"": 2.0, ""Q"": 0.506457, ""Q0"": 0.66125, ""dQ"": -0.15479299999999996}]"
Llama~3.1:70b_022,Llama~3.1:70b,7,1,1,1,1,5.0,0.66125,0.515,-0.14625,-0.9890707100936805,"[{""k"": 1, ""R"": 0.3333333333333333, ""Q"": 0.66125, ""Q0"": 0.66125, ""dQ"": 0.0}, {""k"": 2, ""R"": 0.3333333333333333, ""Q"": 0.66125, ""Q0"": 0.66125, ""dQ"": 0.0}, {""k"": 3, ""R"": 0.3333333333333333, ""Q"": 0.66125, ""Q0"": 0.66125, ""dQ"": 0.0}, {""k"": 4, ""R"": 0.3333333333333333, ""Q"": 0.66125, ""Q0"": 0.66125, ""dQ"": 0.0}, {""k"": 5, ""R"": 1.6666666666666667, ""Q"": 0.52625, ""Q0"": 0.66125, ""dQ"": -0.135}, {""k"": 6, ""R"": 1.6666666666666667, ""Q"": 0.529426, ""Q0"": 0.66125, ""dQ"": -0.13182400000000005}, {""k"": 7, ""R"": 2.0, ""Q"": 0.515, ""Q0"": 0.66125, ""dQ"": -0.14625}]"
Llama~3.1:70b_023,Llama~3.1:70b,7,1,1,1,1,5.0,0.66125,0.509375,-0.15187499999999998,-0.9999999999999999,"[{""k"": 1, ""R"": 0.3333333333333333, ""Q"": 0.66125, ""Q0"": 0.66125, ""dQ"": 0.0}, {""k"": 2, ""R"": 0.3333333333333333, ""Q"": 0.66125, ""Q0"": 0.66125, ""dQ"": 0.0}, {""k"": 3, ""R"": 0.3333333333333333, ""Q"": 0.66125, ""Q0"": 0.66125, ""dQ"": 0.0}, {""k"": 4, ""R"": 0.3333333333333333, ""Q"": 0.66125, ""Q0"": 0.66125, ""dQ"": 0.0}, {""k"": 5, ""R"": 1.6666666666666667, ""Q"": 0.52625, ""Q0"": 0.66125, ""dQ"": -0.135}, {""k"": 6, ""R"": 1.6666666666666667, ""Q"": 0.52625, ""Q0"": 0.66125, ""dQ"": -0.135}, {""k"": 7, ""R"": 2.0, ""Q"": 0.509375, ""Q0"": 0.66125, ""dQ"": -0.15187499999999998}]"
Llama~3.1:70b_024,Llama~3.1:70b,6,0,0,0,1,5.0,0.66125,0.523613,-0.137637,-1.0,"[{""k"": 1, ""R"": 0.3333333333333333, ""Q"": 0.66125, ""Q0"": 0.66125, ""dQ"": 0.0}, {""k"": 2, ""R"": 0.3333333333333333, ""Q"": 0.66125, ""Q0"": 0.66125, ""dQ"": 0.0}, {""k"": 3, ""R"": 0.3333333333333333, ""Q"": 0.66125, ""Q0"": 0.66125, ""dQ"": 0.0}, {""k"": 4, ""R"": 0.3333333333333333, ""Q"": 0.66125, ""Q0"": 0.66125, ""dQ"": 0.0}, {""k"": 5, ""R"": 1.8079333333333334, ""Q"": 0.523613, ""Q0"": 0.66125, ""dQ"": -0.137637}, {""k"": 6, ""R"": 1.8079333333333334, ""Q"": 0.523613, ""Q0"": 0.66125, ""dQ"": -0.137637}]"
Llama~3.1:70b_025,Llama~3.1:70b,7,0,0,0,1,5.0,0.66125,0.509375,-0.15187499999999998,-1.0,"[{""k"": 1, ""R"": 0.3333333333333333, ""Q"": 0.66125, ""Q0"": 0.66125, ""dQ"": 0.0}, {""k"": 2, ""R"": 0.3333333333333333, ""Q"": 0.66125, ""Q0"": 0.66125, ""dQ"": 0.0}, {""k"": 3, ""R"": 0.3333333333333333, ""Q"": 0.66125, ""Q0"": 0.66125, ""dQ"": 0.0}, {""k"": 4, ""R"": 0.3333333333333333, ""Q"": 0.66125, ""Q0"": 0.66125, ""dQ"": 0.0}, {""k"": 5, ""R"": 2.0, ""Q"": 0.509375, ""Q0"": 0.66125, ""dQ"": -0.15187499999999998}, {""k"": 6, ""R"": 2.0, ""Q"": 0.509375, ""Q0"": 0.66125, ""dQ"": -0.15187499999999998}, {""k"": 7, ""R"": 2.0, ""Q"": 0.509375, ""Q0"": 0.66125, ""dQ"": -0.15187499999999998}]"
Llama~3.1:70b_026,Llama~3.1:70b,4,1,0,1,1,,0.66125,0.663005,0.001754999999999951,0.316227766016838,"[{""k"": 1, ""R"": 0.3333333333333333, ""Q"": 0.66125, ""Q0"": 0.66125, ""dQ"": 0.0}, {""k"": 2, ""R"": 0.5, ""Q"": 0.741974, ""Q0"": 0.66125, ""dQ"": 0.08072400000000002}, {""k"": 3, ""R"": 0.5, ""Q"": 0.804784, ""Q0"": 0.66125, ""dQ"": 0.14353400000000005}, {""k"": 4, ""R"": 1.0, ""Q"": 0.663005, ""Q0"": 0.66125, ""dQ"": 0.001754999999999951}]"
Llama~3.1:70b_027,Llama~3.1:70b,6,0,0,1,1,,0.66125,0.72645,0.06520000000000004,-0.1543033499620919,"[{""k"": 1, ""R"": 0.3333333333333333, ""Q"": 0.790076, ""Q0"": 0.66125, ""dQ"": 0.128826}, {""k"": 2, ""R"": 0.3333333333333333, ""Q"": 0.747111, ""Q0"": 0.66125, ""dQ"": 0.08586099999999997}, {""k"": 3, ""R"": 0.3333333333333333, ""Q"": 0.75044, ""Q0"": 0.66125, ""dQ"": 0.08918999999999999}, {""k"": 4, ""R"": 0.5, ""Q"": 0.777828, ""Q0"": 0.66125, ""dQ"": 0.11657799999999996}, {""k"": 5, ""R"": 0.5, ""Q"": 0.804811, ""Q0"": 0.66125, ""dQ"": 0.14356100000000005}, {""k"": 6, ""R"": 0.75, ""Q"": 0.72645, ""Q0"": 0.66125, ""dQ"": 0.06520000000000004}]"
Llama~3.1:70b_028,Llama~3.1:70b,4,0,0,0,1,1.0,0.842148,0.855133,0.012985000000000024,,"[{""k"": 1, ""R"": 0.3333333333333333, ""Q"": 0.8048, ""Q0"": 0.842148, ""dQ"": -0.03734800000000005}, {""k"": 2, ""R"": 0.3333333333333333, ""Q"": 0.85448, ""Q0"": 0.842148, ""dQ"": 0.01233200000000001}, {""k"": 3, ""R"": 0.3333333333333333, ""Q"": 0.855052, ""Q0"": 0.842148, ""dQ"": 0.012904000000000027}, {""k"": 4, ""R"": 0.3333333333333333, ""Q"": 0.855133, ""Q0"": 0.842148, ""dQ"": 0.012985000000000024}]"
Llama~3.1:70b_029,Llama~3.1:70b,7,0,0,0,1,1.0,0.855734,0.791322,-0.06441200000000002,-0.8660254037844388,"[{""k"": 1, ""R"": 0.3333333333333333, ""Q"": 0.850598, ""Q0"": 0.855734, ""dQ"": -0.005136000000000029}, {""k"": 2, ""R"": 0.3333333333333333, ""Q"": 0.859804, ""Q0"": 0.855734, ""dQ"": 0.004070000000000018}, {""k"": 3, ""R"": 0.3333333333333333, ""Q"": 0.857105, ""Q0"": 0.855734, ""dQ"": 0.001371000000000011}, {""k"": 4, ""R"": 0.3333333333333333, ""Q"": 0.856811, ""Q0"": 0.855734, ""dQ"": 0.0010769999999999946}, {""k"": 5, ""R"": 0.5, ""Q"": 0.804812, ""Q0"": 0.855734, ""dQ"": -0.05092200000000002}, {""k"": 6, ""R"": 0.5, ""Q"": 0.797445, ""Q0"": 0.855734, ""dQ"": -0.058289000000000035}, {""k"": 7, ""R"": 0.5, ""Q"": 0.791322, ""Q0"": 0.855734, ""dQ"": -0.06441200000000002}]"
Llama~3.1:70b_030,Llama~3.1:70b,5,0,0,0,1,1.0,0.849246,0.757222,-0.092024,-0.8660254037844386,"[{""k"": 1, ""R"": 0.3333333333333333, ""Q"": 0.843234, ""Q0"": 0.849246, ""dQ"": -0.006011999999999906}, {""k"": 2, ""R"": 0.3333333333333333, ""Q"": 0.82123, ""Q0"": 0.849246, ""dQ"": -0.02801599999999993}, {""k"": 3, ""R"": 0.3333333333333333, ""Q"": 0.850626, ""Q0"": 0.849246, ""dQ"": 0.0013800000000000479}, {""k"": 4, ""R"": 0.6666666666666666, ""Q"": 0.72011, ""Q0"": 0.849246, ""dQ"": -0.12913599999999992}, {""k"": 5, ""R"": 0.6666666666666666, ""Q"": 0.757222, ""Q0"": 0.849246, ""dQ"": -0.092024}]"
